Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2025-100170,2025-12-06,2025-12-09,Second Class,Customer_96,Corporate,India,Mumbai,West,Furniture,Furnishings,Furnishings Product,62275.11,4,0.15,1556.88
CA-2025-100171,2026-12-10,2026-12-14,Second Class,Customer_93,Home Office,India,Hyderabad,South,Technology,Accessories,Accessories Product,56100.25,4,0.0,5610.03
CA-2025-100172,2025-10-28,2025-10-31,Standard Class,Customer_219,Consumer,India,Mumbai,West,Office Supplies,Storage,Storage Product,46298.25,3,0.15,1157.46
CA-2025-100173,2026-12-08,2026-12-12,Second Class,Customer_141,Home Office,India,Hyderabad,South,Furniture,Chairs,Chairs Product,50904.33,3,0.2,0.0
CA-2025-100174,2025-02-28,2025-03-01,Standard Class,Customer_225,Consumer,India,Jaipur,North,Furniture,Tables,Tables Product,66699.98,2,0.2,0.0
CA-2025-100175,2025-05-10,2025-05-11,Standard Class,Customer_79,Home Office,India,Kolkata,East,Technology,Accessories,Accessories Product,25414.33,5,0.0,2541.43
CA-2025-100176,2026-04-06,2026-04-09,Second Class,Customer_161,Home Office,India,Hyderabad,South,Furniture,Chairs,Chairs Product,40217.13,5,0.1,2010.86
CA-2025-100177,2025-10-13,2025-10-15,First Class,Customer_135,Corporate,India,Mumbai,West,Office Supplies,Paper,Paper Product,34983.17,4,0.2,0.0
CA-2025-100178,2026-12-22,2026-12-26,First Class,Customer_70,Consumer,India,Kolkata,East,Technology,Accessories,Accessories Product,48609.25,4,0.05,3645.69
CA-2025-100179,2026-04-08,2026-04-10,Standard Class,Customer_149,Corporate,India,Ahmedabad,West,Office Supplies,Storage,Storage Product,46782.0,1,0.2,0.0
CA-2025-100180,2025-06-11,2025-06-13,First Class,Customer_253,Consumer,India,Hyderabad,South,Technology,Phones,Phones Product,8583.24,2,0.05,643.74
CA-2025-100181,2026-01-05,2026-01-10,Standard Class,Customer_45,Consumer,India,Lucknow,North,Furniture,Furnishings,Furnishings Product,56275.95,5,0.05,4220.7
CA-2025-100182,2025-11-13,2025-11-17,First Class,Customer_163,Home Office,India,Ahmedabad,West,Technology,Accessories,Accessories Product,53864.6,5,0.0,5386.46
CA-2025-100183,2025-03-17,2025-03-21,First Class,Customer_67,Corporate,India,Ahmedabad,West,Technology,Laptops,Laptops Product,24181.58,5,0.2,0.0
CA-2025-100184,2026-05-30,2026-05-31,Standard Class,Customer_116,Corporate,India,Mumbai,West,Technology,Phones,Phones Product,21358.31,2,0.1,1067.92
CA-2025-100185,2026-06-16,2026-06-19,First Class,Customer_156,Home Office,India,Mumbai,West,Furniture,Tables,Tables Product,44490.49,5,0.1,2224.52
CA-2025-100186,2026-07-01,2026-07-02,First Class,Customer_173,Home Office,India,Chandigarh,North,Technology,Phones,Phones Product,41467.41,5,0.05,3110.06
CA-2025-100187,2025-02-12,2025-02-13,Standard Class,Customer_16,Corporate,India,Mumbai,West,Office Supplies,Storage,Storage Product,45613.99,5,0.15,1140.35
CA-2025-100188,2026-10-05,2026-10-10,Second Class,Customer_38,Home Office,India,Pune,West,Technology,Accessories,Accessories Product,33857.84,4,0.1,1692.89
CA-2025-100189,2025-03-03,2025-03-05,First Class,Customer_161,Home Office,India,Ahmedabad,West,Furniture,Furnishings,Furnishings Product,32564.51,3,0.2,0.0
CA-2025-100190,2025-11-23,2025-11-26,First Class,Customer_239,Consumer,India,Jaipur,North,Office Supplies,Storage,Storage Product,36097.11,1,0.1,1804.86
CA-2025-100191,2025-10-01,2025-10-05,Second Class,Customer_128,Consumer,India,Kolkata,East,Office Supplies,Binders,Binders Product,3637.31,4,0.2,0.0
CA-2025-100192,2025-12-02,2025-12-07,Second Class,Customer_158,Corporate,India,Hyderabad,South,Office Supplies,Paper,Paper Product,34928.76,5,0.15,873.22
CA-2025-100193,2025-01-24,2025-01-25,Second Class,Customer_25,Consumer,India,Jaipur,North,Technology,Accessories,Accessories Product,67671.4,2,0.2,0.0
CA-2025-100194,2025-10-16,2025-10-20,First Class,Customer_221,Consumer,India,Lucknow,North,Technology,Laptops,Laptops Product,32994.02,5,0.0,3299.4
CA-2025-100195,2025-09-28,2025-10-01,First Class,Customer_186,Home Office,India,Jaipur,North,Furniture,Chairs,Chairs Product,28100.66,5,0.2,0.0
CA-2025-100196,2025-10-23,2025-10-24,Standard Class,Customer_61,Consumer,India,Jaipur,North,Technology,Accessories,Accessories Product,53531.85,3,0.2,0.0
CA-2025-100197,2025-04-10,2025-04-14,Standard Class,Customer_206,Home Office,India,Hyderabad,South,Furniture,Bookcases,Bookcases Product,52872.07,2,0.2,0.0
CA-2025-100198,2025-02-11,2025-02-12,First Class,Customer_264,Consumer,India,Delhi,North,Office Supplies,Storage,Storage Product,56297.21,5,0.15,1407.43
CA-2025-100199,2025-12-02,2025-12-07,Second Class,Customer_260,Home Office,India,Hyderabad,South,Office Supplies,Art,Art Product,69344.04,3,0.2,0.0
CA-2025-100200,2026-06-30,2026-07-04,Standard Class,Customer_57,Corporate,India,Lucknow,North,Furniture,Furnishings,Furnishings Product,57120.84,3,0.1,2856.04
CA-2025-100201,2026-08-21,2026-08-24,First Class,Customer_27,Home Office,India,Delhi,North,Technology,Accessories,Accessories Product,18660.58,5,0.2,0.0
CA-2025-100202,2026-05-07,2026-05-09,Standard Class,Customer_125,Consumer,India,Chandigarh,North,Technology,Laptops,Laptops Product,43419.53,4,0.05,3256.46
CA-2025-100203,2026-08-10,2026-08-11,Standard Class,Customer_105,Corporate,India,Kolkata,East,Office Supplies,Art,Art Product,22027.1,2,0.15,550.68
CA-2025-100204,2026-05-29,2026-06-03,First Class,Customer_288,Corporate,India,Ahmedabad,West,Technology,Laptops,Laptops Product,4453.46,2,0.2,0.0
CA-2025-100205,2026-11-10,2026-11-14,Second Class,Customer_280,Corporate,India,Chandigarh,North,Furniture,Bookcases,Bookcases Product,66972.32,4,0.2,0.0
CA-2025-100206,2026-11-24,2026-11-27,Second Class,Customer_116,Corporate,India,Lucknow,North,Furniture,Tables,Tables Product,67017.88,3,0.2,0.0
CA-2025-100207,2025-10-23,2025-10-25,First Class,Customer_294,Home Office,India,Ahmedabad,West,Furniture,Furnishings,Furnishings Product,24481.34,3,0.1,1224.07
CA-2025-100208,2026-07-11,2026-07-15,Second Class,Customer_227,Home Office,India,Jaipur,North,Furniture,Tables,Tables Product,20402.64,3,0.0,2040.26
CA-2025-100209,2025-09-20,2025-09-24,First Class,Customer_123,Consumer,India,Kolkata,East,Office Supplies,Storage,Storage Product,65318.37,3,0.05,4898.88
CA-2025-100210,2025-02-21,2025-02-26,Standard Class,Customer_242,Consumer,India,Kolkata,East,Technology,Phones,Phones Product,3769.13,4,0.1,188.46
CA-2025-100211,2026-11-29,2026-12-01,Standard Class,Customer_103,Corporate,India,Delhi,North,Technology,Phones,Phones Product,28542.83,4,0.15,713.57
CA-2025-100212,2025-11-25,2025-11-28,Second Class,Customer_91,Consumer,India,Delhi,North,Office Supplies,Paper,Paper Product,37507.14,1,0.05,2813.04
CA-2025-100213,2026-02-11,2026-02-15,Standard Class,Customer_55,Corporate,India,Bangalore,South,Technology,Accessories,Accessories Product,61384.35,1,0.1,3069.22
CA-2025-100214,2025-10-19,2025-10-23,Second Class,Customer_140,Consumer,India,Chandigarh,North,Technology,Accessories,Accessories Product,62259.27,2,0.2,0.0
CA-2025-100215,2025-04-26,2025-04-29,Standard Class,Customer_173,Corporate,India,Bangalore,South,Technology,Accessories,Accessories Product,45415.15,2,0.0,4541.52
CA-2025-100216,2026-08-05,2026-08-07,Second Class,Customer_45,Corporate,India,Bangalore,South,Technology,Laptops,Laptops Product,62803.29,4,0.2,0.0
CA-2025-100217,2026-11-17,2026-11-18,Second Class,Customer_197,Consumer,India,Bangalore,South,Office Supplies,Art,Art Product,22719.76,2,0.0,2271.98
CA-2025-100218,2026-04-03,2026-04-06,First Class,Customer_61,Corporate,India,Hyderabad,South,Furniture,Chairs,Chairs Product,18382.57,3,0.05,1378.69
CA-2025-100219,2025-11-11,2025-11-13,Standard Class,Customer_152,Corporate,India,Jaipur,North,Technology,Laptops,Laptops Product,64625.11,3,0.0,6462.51
CA-2025-100220,2026-09-22,2026-09-24,Second Class,Customer_282,Corporate,India,Kolkata,East,Office Supplies,Art,Art Product,10807.67,5,0.1,540.38
CA-2025-100221,2026-07-05,2026-07-07,Second Class,Customer_271,Home Office,India,Kolkata,East,Technology,Laptops,Laptops Product,61132.14,1,0.2,0.0
CA-2025-100222,2026-01-06,2026-01-07,Standard Class,Customer_275,Consumer,India,Lucknow,North,Office Supplies,Binders,Binders Product,58031.31,5,0.05,4352.35
CA-2025-100223,2025-06-18,2025-06-21,First Class,Customer_262,Corporate,India,Chandigarh,North,Furniture,Chairs,Chairs Product,47652.64,5,0.15,1191.32
CA-2025-100224,2025-02-26,2025-03-02,Second Class,Customer_158,Home Office,India,Bangalore,South,Technology,Accessories,Accessories Product,32030.21,1,0.2,0.0
CA-2025-100225,2025-01-23,2025-01-27,Second Class,Customer_33,Home Office,India,Pune,West,Office Supplies,Paper,Paper Product,40523.96,1,0.15,1013.1
CA-2025-100226,2025-03-03,2025-03-04,Second Class,Customer_196,Corporate,India,Ahmedabad,West,Office Supplies,Storage,Storage Product,28679.8,2,0.15,717.0
CA-2025-100227,2026-01-22,2026-01-26,First Class,Customer_92,Home Office,India,Mumbai,West,Technology,Laptops,Laptops Product,61231.31,2,0.1,3061.57
CA-2025-100228,2026-02-07,2026-02-12,Second Class,Customer_279,Corporate,India,Bangalore,South,Technology,Phones,Phones Product,58454.03,1,0.1,2922.7
CA-2025-100229,2026-06-29,2026-07-03,Standard Class,Customer_58,Consumer,India,Kolkata,East,Office Supplies,Art,Art Product,24296.57,3,0.05,1822.24
CA-2025-100230,2026-11-08,2026-11-12,First Class,Customer_229,Home Office,India,Lucknow,North,Office Supplies,Paper,Paper Product,14505.11,1,0.2,0.0
CA-2025-100231,2026-11-20,2026-11-21,First Class,Customer_29,Consumer,India,Kolkata,East,Technology,Phones,Phones Product,28218.35,2,0.2,0.0
CA-2025-100232,2026-05-31,2026-06-03,First Class,Customer_155,Consumer,India,Kolkata,East,Technology,Laptops,Laptops Product,22391.37,5,0.1,1119.57
CA-2025-100233,2026-11-08,2026-11-13,Standard Class,Customer_90,Home Office,India,Kolkata,East,Furniture,Bookcases,Bookcases Product,19333.26,5,0.2,0.0
CA-2025-100234,2026-11-27,2026-12-01,Second Class,Customer_214,Corporate,India,Chandigarh,North,Furniture,Chairs,Chairs Product,68063.09,4,0.2,0.0
CA-2025-100235,2025-06-02,2025-06-05,Standard Class,Customer_74,Corporate,India,Jaipur,North,Office Supplies,Art,Art Product,16943.68,2,0.1,847.18
CA-2025-100236,2025-03-01,2025-03-06,Second Class,Customer_41,Corporate,India,Jaipur,North,Furniture,Tables,Tables Product,27250.49,3,0.05,2043.79
CA-2025-100237,2026-01-15,2026-01-16,Standard Class,Customer_21,Consumer,India,Chandigarh,North,Technology,Phones,Phones Product,3702.41,4,0.2,0.0
CA-2025-100238,2025-07-12,2025-07-17,First Class,Customer_109,Consumer,India,Chandigarh,North,Office Supplies,Art,Art Product,14701.35,3,0.1,735.07
CA-2025-100239,2025-05-01,2025-05-05,Standard Class,Customer_165,Corporate,India,Kolkata,East,Technology,Laptops,Laptops Product,49293.42,4,0.05,3697.01
CA-2025-100240,2026-01-25,2026-01-29,Second Class,Customer_239,Consumer,India,Chandigarh,North,Technology,Accessories,Accessories Product,21658.72,3,0.2,0.0
CA-2025-100241,2026-04-26,2026-04-29,Standard Class,Customer_75,Consumer,India,Kolkata,East,Furniture,Bookcases,Bookcases Product,29033.72,5,0.05,2177.53
CA-2025-100242,2025-09-25,2025-09-30,Second Class,Customer_118,Corporate,India,Lucknow,North,Technology,Laptops,Laptops Product,29288.71,2,0.05,2196.65
CA-2025-100243,2026-08-07,2026-08-09,Second Class,Customer_252,Corporate,India,Ahmedabad,West,Technology,Laptops,Laptops Product,66048.17,3,0.1,3302.41
CA-2025-100244,2025-06-22,2025-06-25,Standard Class,Customer_18,Consumer,India,Bangalore,South,Office Supplies,Art,Art Product,12964.94,5,0.0,1296.49
CA-2025-100245,2026-11-16,2026-11-17,Standard Class,Customer_78,Consumer,India,Delhi,North,Furniture,Tables,Tables Product,58993.88,2,0.0,5899.39
CA-2025-100246,2025-08-12,2025-08-17,Standard Class,Customer_250,Consumer,India,Ahmedabad,West,Furniture,Chairs,Chairs Product,43286.68,5,0.15,1082.17
CA-2025-100247,2025-01-07,2025-01-12,Second Class,Customer_9,Home Office,India,Chandigarh,North,Furniture,Chairs,Chairs Product,1269.16,3,0.2,0.0
CA-2025-100248,2026-12-16,2026-12-20,Standard Class,Customer_270,Corporate,India,Bangalore,South,Office Supplies,Binders,Binders Product,36754.54,2,0.05,2756.59
CA-2025-100249,2025-12-29,2026-01-01,First Class,Customer_116,Corporate,India,Jaipur,North,Office Supplies,Storage,Storage Product,67154.92,4,0.2,0.0
CA-2025-100250,2026-12-02,2026-12-03,First Class,Customer_5,Home Office,India,Delhi,North,Office Supplies,Art,Art Product,26610.56,5,0.15,665.26
CA-2025-100251,2025-06-25,2025-06-26,First Class,Customer_118,Consumer,India,Ahmedabad,West,Furniture,Bookcases,Bookcases Product,39653.38,1,0.2,0.0
CA-2025-100252,2026-12-10,2026-12-15,Standard Class,Customer_17,Consumer,India,Ahmedabad,West,Furniture,Chairs,Chairs Product,64698.73,3,0.2,0.0
CA-2025-100253,2025-11-19,2025-11-20,Second Class,Customer_84,Home Office,India,Kolkata,East,Technology,Phones,Phones Product,52682.59,4,0.0,5268.26
CA-2025-100254,2025-09-04,2025-09-09,Standard Class,Customer_178,Consumer,India,Jaipur,North,Technology,Laptops,Laptops Product,23287.92,2,0.0,2328.79
CA-2025-100255,2025-04-11,2025-04-15,Second Class,Customer_168,Consumer,India,Kolkata,East,Office Supplies,Storage,Storage Product,42401.3,5,0.2,0.0
CA-2025-100256,2026-10-12,2026-10-15,First Class,Customer_300,Home Office,India,Ahmedabad,West,Furniture,Tables,Tables Product,24971.2,4,0.15,624.28
CA-2025-100257,2026-01-25,2026-01-26,First Class,Customer_195,Home Office,India,Lucknow,North,Furniture,Tables,Tables Product,49946.29,1,0.1,2497.31
CA-2025-100258,2026-10-12,2026-10-14,Second Class,Customer_185,Corporate,India,Jaipur,North,Furniture,Bookcases,Bookcases Product,7547.91,1,0.1,377.4
CA-2025-100259,2025-04-15,2025-04-17,Second Class,Customer_53,Consumer,India,Mumbai,West,Office Supplies,Art,Art Product,31474.17,5,0.2,0.0
CA-2025-100260,2025-04-02,2025-04-05,Second Class,Customer_199,Consumer,India,Chandigarh,North,Office Supplies,Storage,Storage Product,60473.9,1,0.1,3023.7
CA-2025-100261,2026-07-27,2026-07-29,Second Class,Customer_155,Corporate,India,Lucknow,North,Technology,Phones,Phones Product,48003.59,2,0.05,3600.27
CA-2025-100262,2026-05-20,2026-05-22,First Class,Customer_185,Corporate,India,Mumbai,West,Office Supplies,Art,Art Product,19389.73,3,0.15,484.74
CA-2025-100263,2025-09-10,2025-09-14,First Class,Customer_203,Corporate,India,Lucknow,North,Technology,Phones,Phones Product,32104.53,2,0.1,1605.23
CA-2025-100264,2026-09-28,2026-10-02,Second Class,Customer_165,Home Office,India,Hyderabad,South,Furniture,Bookcases,Bookcases Product,30200.07,5,0.05,2265.01
CA-2025-100265,2026-12-13,2026-12-15,Standard Class,Customer_252,Home Office,India,Ahmedabad,West,Furniture,Tables,Tables Product,67523.77,3,0.1,3376.19
CA-2025-100266,2025-09-06,2025-09-09,Standard Class,Customer_280,Consumer,India,Jaipur,North,Furniture,Furnishings,Furnishings Product,25614.59,5,0.05,1921.09
CA-2025-100267,2026-11-30,2026-12-05,Second Class,Customer_36,Corporate,India,Delhi,North,Technology,Accessories,Accessories Product,66013.95,2,0.15,1650.35
CA-2025-100268,2026-11-21,2026-11-25,Second Class,Customer_38,Corporate,India,Bangalore,South,Technology,Accessories,Accessories Product,17017.28,2,0.15,425.43
CA-2025-100269,2026-09-05,2026-09-09,Standard Class,Customer_44,Consumer,India,Lucknow,North,Furniture,Furnishings,Furnishings Product,38100.8,3,0.2,0.0
CA-2025-100270,2025-09-12,2025-09-15,Second Class,Customer_55,Consumer,India,Bangalore,South,Technology,Laptops,Laptops Product,3196.34,4,0.1,159.82
CA-2025-100271,2025-04-11,2025-04-14,First Class,Customer_229,Corporate,India,Kolkata,East,Technology,Laptops,Laptops Product,36363.96,5,0.2,0.0
CA-2025-100272,2026-02-05,2026-02-09,First Class,Customer_152,Corporate,India,Lucknow,North,Technology,Laptops,Laptops Product,10637.07,1,0.15,265.93
CA-2025-100273,2025-03-29,2025-03-30,Second Class,Customer_179,Corporate,India,Bangalore,South,Furniture,Bookcases,Bookcases Product,24080.36,2,0.2,0.0
CA-2025-100274,2025-04-10,2025-04-14,Second Class,Customer_56,Home Office,India,Ahmedabad,West,Furniture,Chairs,Chairs Product,21088.46,1,0.0,2108.85
CA-2025-100275,2025-06-18,2025-06-20,First Class,Customer_208,Home Office,India,Chandigarh,North,Office Supplies,Paper,Paper Product,23236.18,4,0.15,580.9
CA-2025-100276,2025-07-08,2025-07-10,Standard Class,Customer_220,Corporate,India,Jaipur,North,Furniture,Chairs,Chairs Product,51643.45,2,0.15,1291.09
CA-2025-100277,2025-01-05,2025-01-07,Second Class,Customer_167,Consumer,India,Kolkata,East,Furniture,Chairs,Chairs Product,40456.62,5,0.05,3034.25
CA-2025-100278,2026-04-14,2026-04-15,Second Class,Customer_201,Home Office,India,Pune,West,Technology,Accessories,Accessories Product,36987.28,3,0.2,0.0
CA-2025-100279,2025-04-27,2025-04-30,Standard Class,Customer_44,Home Office,India,Hyderabad,South,Furniture,Tables,Tables Product,56980.3,3,0.2,0.0
CA-2025-100280,2025-05-18,2025-05-21,Standard Class,Customer_199,Corporate,India,Mumbai,West,Office Supplies,Storage,Storage Product,8274.73,3,0.05,620.6
CA-2025-100281,2026-09-03,2026-09-05,Standard Class,Customer_86,Corporate,India,Lucknow,North,Furniture,Furnishings,Furnishings Product,13084.18,5,0.05,981.31
CA-2025-100282,2025-10-23,2025-10-25,Second Class,Customer_70,Consumer,India,Bangalore,South,Furniture,Furnishings,Furnishings Product,43396.76,3,0.0,4339.68
CA-2025-100283,2026-01-29,2026-02-03,Standard Class,Customer_228,Corporate,India,Chandigarh,North,Technology,Accessories,Accessories Product,28698.49,4,0.15,717.46
CA-2025-100284,2025-06-21,2025-06-22,Standard Class,Customer_148,Consumer,India,Lucknow,North,Office Supplies,Paper,Paper Product,20517.08,3,0.05,1538.78
CA-2025-100285,2026-04-14,2026-04-19,Standard Class,Customer_188,Home Office,India,Ahmedabad,West,Technology,Laptops,Laptops Product,8013.45,1,0.1,400.67
CA-2025-100286,2025-02-12,2025-02-16,First Class,Customer_231,Corporate,India,Chandigarh,North,Office Supplies,Art,Art Product,7258.91,2,0.1,362.95
CA-2025-100287,2025-12-23,2025-12-24,Standard Class,Customer_220,Consumer,India,Ahmedabad,West,Office Supplies,Paper,Paper Product,14770.48,5,0.1,738.52
CA-2025-100288,2026-09-23,2026-09-25,Standard Class,Customer_276,Consumer,India,Kolkata,East,Office Supplies,Binders,Binders Product,39948.2,5,0.1,1997.41
CA-2025-100289,2025-11-28,2025-12-01,First Class,Customer_211,Consumer,India,Pune,West,Technology,Accessories,Accessories Product,66672.57,5,0.0,6667.26
CA-2025-100290,2025-10-11,2025-10-13,Second Class,Customer_73,Home Office,India,Bangalore,South,Office Supplies,Paper,Paper Product,49826.5,2,0.15,1245.66
CA-2025-100291,2026-10-10,2026-10-13,Standard Class,Customer_143,Home Office,India,Jaipur,North,Furniture,Furnishings,Furnishings Product,5378.59,1,0.15,134.46
CA-2025-100292,2026-01-13,2026-01-17,Standard Class,Customer_184,Consumer,India,Ahmedabad,West,Furniture,Chairs,Chairs Product,60836.65,1,0.15,1520.92
CA-2025-100293,2026-07-02,2026-07-06,Second Class,Customer_281,Home Office,India,Kolkata,East,Furniture,Tables,Tables Product,34680.57,3,0.1,1734.03
CA-2025-100294,2025-05-14,2025-05-19,First Class,Customer_81,Corporate,India,Ahmedabad,West,Furniture,Chairs,Chairs Product,3311.41,4,0.0,331.14
CA-2025-100295,2026-04-13,2026-04-14,Second Class,Customer_48,Home Office,India,Jaipur,North,Office Supplies,Paper,Paper Product,61762.13,3,0.05,4632.16
CA-2025-100296,2026-01-05,2026-01-08,Second Class,Customer_47,Home Office,India,Mumbai,West,Furniture,Tables,Tables Product,3719.93,3,0.05,278.99
CA-2025-100297,2025-04-08,2025-04-09,Standard Class,Customer_228,Consumer,India,Kolkata,East,Furniture,Chairs,Chairs Product,9375.72,2,0.2,0.0
CA-2025-100298,2025-01-09,2025-01-12,First Class,Customer_53,Consumer,India,Mumbai,West,Furniture,Tables,Tables Product,33491.25,2,0.15,837.28
CA-2025-100299,2025-11-17,2025-11-20,First Class,Customer_272,Home Office,India,Pune,West,Office Supplies,Art,Art Product,54164.89,2,0.05,4062.37
CA-2025-100300,2025-01-09,2025-01-14,Standard Class,Customer_227,Consumer,India,Bangalore,South,Furniture,Bookcases,Bookcases Product,50598.0,2,0.15,1264.95
CA-2025-100301,2025-03-30,2025-03-31,First Class,Customer_127,Corporate,India,Bangalore,South,Office Supplies,Art,Art Product,24672.34,4,0.1,1233.62
CA-2025-100302,2026-10-23,2026-10-24,Standard Class,Customer_14,Home Office,India,Kolkata,East,Technology,Laptops,Laptops Product,42040.55,5,0.1,2102.03
CA-2025-100303,2025-11-05,2025-11-07,Standard Class,Customer_28,Consumer,India,Chandigarh,North,Technology,Laptops,Laptops Product,13286.39,4,0.1,664.32
CA-2025-100304,2026-05-22,2026-05-26,First Class,Customer_185,Corporate,India,Mumbai,West,Office Supplies,Art,Art Product,44701.95,1,0.2,0.0
CA-2025-100305,2025-05-16,2025-05-20,First Class,Customer_9,Home Office,India,Lucknow,North,Furniture,Bookcases,Bookcases Product,38290.3,2,0.15,957.26
CA-2025-100306,2025-03-11,2025-03-12,Second Class,Customer_257,Corporate,India,Pune,West,Office Supplies,Binders,Binders Product,64588.29,4,0.2,0.0
CA-2025-100307,2026-03-10,2026-03-14,First Class,Customer_159,Consumer,India,Mumbai,West,Technology,Laptops,Laptops Product,37682.11,2,0.1,1884.11
CA-2025-100308,2026-06-08,2026-06-10,Standard Class,Customer_224,Home Office,India,Bangalore,South,Technology,Accessories,Accessories Product,27412.13,1,0.1,1370.61
CA-2025-100309,2025-09-02,2025-09-03,First Class,Customer_159,Home Office,India,Kolkata,East,Office Supplies,Art,Art Product,8207.46,5,0.2,0.0
CA-2025-100310,2026-11-05,2026-11-07,Second Class,Customer_268,Home Office,India,Mumbai,West,Office Supplies,Paper,Paper Product,49134.82,2,0.15,1228.37
CA-2025-100311,2025-09-23,2025-09-25,Second Class,Customer_220,Corporate,India,Hyderabad,South,Office Supplies,Storage,Storage Product,51332.22,1,0.0,5133.22
CA-2025-100312,2026-06-21,2026-06-22,Standard Class,Customer_185,Consumer,India,Pune,West,Technology,Laptops,Laptops Product,43964.55,4,0.15,1099.11
CA-2025-100313,2026-05-27,2026-06-01,Standard Class,Customer_60,Consumer,India,Bangalore,South,Furniture,Tables,Tables Product,17932.61,1,0.2,0.0
CA-2025-100314,2026-06-06,2026-06-07,First Class,Customer_92,Consumer,India,Delhi,North,Office Supplies,Paper,Paper Product,3314.11,3,0.15,82.85
CA-2025-100315,2026-07-21,2026-07-25,First Class,Customer_293,Corporate,India,Kolkata,East,Furniture,Tables,Tables Product,29196.34,3,0.1,1459.82
CA-2025-100316,2025-05-03,2025-05-08,First Class,Customer_239,Corporate,India,Delhi,North,Office Supplies,Paper,Paper Product,56323.23,1,0.15,1408.08
CA-2025-100317,2025-11-15,2025-11-18,Standard Class,Customer_156,Home Office,India,Mumbai,West,Technology,Accessories,Accessories Product,657.05,2,0.1,32.85
CA-2025-100318,2026-09-30,2026-10-02,First Class,Customer_78,Consumer,India,Ahmedabad,West,Furniture,Furnishings,Furnishings Product,69845.32,2,0.2,0.0
CA-2025-100319,2026-02-24,2026-02-25,First Class,Customer_193,Home Office,India,Kolkata,East,Technology,Accessories,Accessories Product,44552.33,1,0.1,2227.62
CA-2025-100320,2025-11-11,2025-11-12,Standard Class,Customer_144,Consumer,India,Kolkata,East,Technology,Phones,Phones Product,29445.13,1,0.05,2208.38
CA-2025-100321,2025-02-14,2025-02-16,First Class,Customer_259,Consumer,India,Chandigarh,North,Furniture,Bookcases,Bookcases Product,32146.22,1,0.2,0.0
CA-2025-100322,2026-10-15,2026-10-19,Second Class,Customer_134,Corporate,India,Mumbai,West,Technology,Laptops,Laptops Product,4453.57,2,0.05,334.02
CA-2025-100323,2026-02-07,2026-02-10,Standard Class,Customer_56,Consumer,India,Hyderabad,South,Furniture,Bookcases,Bookcases Product,16429.42,2,0.05,1232.21
CA-2025-100324,2025-04-19,2025-04-21,First Class,Customer_232,Corporate,India,Ahmedabad,West,Furniture,Bookcases,Bookcases Product,28515.23,5,0.1,1425.76
CA-2025-100325,2026-04-20,2026-04-23,First Class,Customer_111,Corporate,India,Mumbai,West,Office Supplies,Paper,Paper Product,56551.02,3,0.2,0.0
CA-2025-100326,2025-06-01,2025-06-02,First Class,Customer_16,Corporate,India,Kolkata,East,Furniture,Furnishings,Furnishings Product,35990.83,3,0.1,1799.54
CA-2025-100327,2026-04-09,2026-04-14,First Class,Customer_32,Consumer,India,Chandigarh,North,Office Supplies,Binders,Binders Product,32396.82,2,0.0,3239.68
CA-2025-100328,2025-05-14,2025-05-16,First Class,Customer_34,Consumer,India,Jaipur,North,Furniture,Chairs,Chairs Product,40804.43,3,0.0,4080.44
CA-2025-100329,2026-10-24,2026-10-28,First Class,Customer_294,Corporate,India,Bangalore,South,Office Supplies,Storage,Storage Product,8664.68,4,0.0,866.47
CA-2025-100330,2026-02-09,2026-02-13,Second Class,Customer_144,Corporate,India,Delhi,North,Furniture,Furnishings,Furnishings Product,12179.22,2,0.05,913.44
CA-2025-100331,2025-06-02,2025-06-03,Second Class,Customer_282,Corporate,India,Lucknow,North,Technology,Laptops,Laptops Product,17280.36,3,0.15,432.01
CA-2025-100332,2025-03-04,2025-03-05,Standard Class,Customer_279,Consumer,India,Pune,West,Furniture,Tables,Tables Product,29404.51,5,0.05,2205.34
CA-2025-100333,2026-01-27,2026-01-30,Second Class,Customer_199,Corporate,India,Ahmedabad,West,Technology,Accessories,Accessories Product,24147.98,5,0.2,0.0
CA-2025-100334,2025-07-04,2025-07-05,Second Class,Customer_272,Corporate,India,Hyderabad,South,Technology,Phones,Phones Product,2148.31,3,0.0,214.83
CA-2025-100335,2026-08-22,2026-08-24,Standard Class,Customer_29,Consumer,India,Bangalore,South,Office Supplies,Paper,Paper Product,46014.82,3,0.2,0.0
CA-2025-100336,2026-08-13,2026-08-17,Standard Class,Customer_15,Home Office,India,Hyderabad,South,Office Supplies,Paper,Paper Product,16634.92,3,0.1,831.75
CA-2025-100337,2026-12-19,2026-12-22,Standard Class,Customer_159,Consumer,India,Lucknow,North,Technology,Phones,Phones Product,39461.31,2,0.15,986.53
CA-2025-100338,2026-05-18,2026-05-19,Second Class,Customer_1,Corporate,India,Mumbai,West,Office Supplies,Paper,Paper Product,42156.23,1,0.2,0.0
CA-2025-100339,2026-09-21,2026-09-23,First Class,Customer_76,Home Office,India,Bangalore,South,Furniture,Tables,Tables Product,64322.78,3,0.0,6432.28
CA-2025-100340,2026-12-23,2026-12-25,Standard Class,Customer_52,Corporate,India,Mumbai,West,Technology,Accessories,Accessories Product,67243.06,3,0.15,1681.08
